0.299709	0.0604651	0.00383142	0.00145594	0.484808	0.637222	0.218555	0.0689655	0.071024223	0.822194387
0.131321	0.0465116	0.00766284	0.00162197	0.410832	0.780098	0.295172	0.0724638	0.070724724	0.845243631
0.345248	0.0465116	0.00255428	0.000817369	0.431968	0.806822	0.147868	0.079646	0.058152866	0.859754701
0.431295	0.0697674	0.0242656	0.00446999	0.454425	0.629279	0.149804	0.0649351	0.108069488	0.741074601
0.0217104	0.0139535	0.0217114	0.00606641	0.138705	0	0.158333	0.0909091	0.062392678	0.852488099
0.313212	0.24186	0.0063857	0.000574713	0.72391	0.636949	0.241237	0.0689655	0.27920988	0.46129325
0.175801	0.0139535	0.0178799	0.00478927	0.140026	0.291444	0.133668	0.0833333	0.066813212	0.852256733
0.41435	0.0930233	0.00255428	0.000178799	0.568032	0.124526	0.376556	0.222222	0.05971276	0.869303695
0.0219751	0.0465116	0.0600255	0.00708812	0.232497	0.0458685	0.0897925	0.1	0.108648878	0.75002837
0.226105	0.0697674	0.00510856	0.00063857	0.488771	0.600211	0.168025	0.0714286	0.169217351	0.78099517
0.321154	0.0232558	0.0127714	0.00319285	0.265522	0.690301	0.200049	0.1	0.131779884	0.814334336
0.22637	0.0139535	0.0127714	0.00574713	0.227213	0.392513	0.207647	0.0769231	0.19629874	0.686260264
0.112258	0.0325581	0.0063857	0.00208174	0.372523	0.746346	0.236704	0.133333	0.079520236	0.828607357
0.100874	0.0139535	0.0344828	0.00925926	0.108322	0.536712	0.134293	0.0909091	0.153658923	0.732695586
0.0683082	0.0186047	0.0178799	0.00434227	0.19683	0.866529	0.23227	0.113208	0.054084985	0.859264618
0.288589	0.0325581	0.0178799	0.00431673	0.331572	0.38985	0.165706	0.0769231	0.125331471	0.766381776
0.147736	0.0837209	0.0063857	0.00168582	0.527081	0.4668	0.184881	0.101695	0.176315884	0.691247639
0.320095	0.055814	0.00893997	0.00176245	0.443857	0.684976	0.151385	0.0857143	0.155001465	0.708232612
0.0783691	0.0465116	0.00893997	0.00220945	0.416116	0.549201	0.146277	0.148148	0.142690232	0.741289445
0.109611	0.0139535	0.0153257	0.00510856	0.177015	0.578687	0.147569	0.0677966	0.103648302	0.813798605
0.421234	0.130233	0.0102171	0.00123883	0.593131	0.726676	0.163855	0.0731707	0.102561771	0.768887266
0	0	0.0280971	0.0280971	0	0.191709	0.0587027	0.0853659	0.43602325	0.405669234
0.296002	0.0511628	0.0191571	0.00436782	0.409511	0.470462	0.130049	0.0701754	0.152466355	0.685463239
0.132645	0.0325581	0.00383142	0.00144317	0.372523	0.66484	0.17379	0	0.063763242	0.851692536
0.260789	0.0232558	0.00893997	0.00340996	0.303831	0.611888	0.223816	0.0909091	0.110095325	0.793385175
0.00397141	0.0232558	0.0153257	0.00510856	0.286658	0.162818	0.0670794	0.0597826	0.068884939	0.834588238
0.114641	0.0186047	0.0153257	0.00383142	0.200793	0	0.123863	0.0757576	0.186759479	0.71215984
0.191422	0.0186047	0.0153257	0.00510856	0.245707	0.448796	0.309478	0.0679612	0.033116114	0.88471043
0.268467	0.0186047	0.0102171	0.00434227	0.254954	0.198072	0.325442	0.0865385	0.334574268	0.425480549
0.146942	0.0325581	0.0153257	0.00208174	0.265522	0.148202	0.2886	0.0727273	0.040249097	0.886841797
0.194599	0.0418605	0.00510856	0.00166028	0.39498	0	0.296464	0.0930233	0.060578937	0.844562586
0.332539	0.0604651	0.0255428	0.00301405	0.38177	0.315903	0.181071	0.0571429	0.075430238	0.827235262
0.130792	0.0139535	0.0127714	0.00702427	0.22325	0.0589112	0.163027	0.0620155	0.105079976	0.806736529
0.202012	0.0744186	0.0217114	0.00300128	0.450462	0.880471	0.453261	0.0570175	0.191116862	0.704802101
0.146677	0.0139535	0.0102171	0.00542784	0.227213	0	0.112978	0.0740741	0.255705541	0.645328898
0.155679	0.0465116	0.00255428	0.000574713	0.439894	0.714425	0.138184	0.1	0.245563043	0.786472093
0.167593	0.0186047	0.00766284	0.00357599	0.269485	0	0.116349	0.0909091	0.151089736	0.779451414
0.29256	0.0511628	0.0063857	0.00127714	0.412153	0.342542	0.254767	0.0731707	0.028559439	0.889321308
0.294943	0.0418605	0.00893997	0.00166028	0.387054	0.355281	0.150289	0.047619	0.063090271	0.853144913
0.335981	0.0465116	0.0063857	0.00104725	0.405548	0.222598	0.171808	0.0508475	0.025831852	0.891514421
0.207043	0.0837209	0.00766284	0.00121328	0.509908	0.310866	0.296066	0.0507614	0.03215864	0.89097578
0.343659	0.055814	0.00510856	0.000983397	0.462351	0.432777	0.268295	0.0677966	0.023327495	0.896480853
0.00370665	0.00465116	0.0293742	0.0178799	0.0951123	0.701082	0.220437	0.0833333	0.116056148	0.800951797
0.192746	0.0325581	0.00383142	0.00191571	0.376486	0.675758	0.0882026	0.0649895	0.137662915	0.762431523
0.0987556	0.0883721	0.00127714	0.000127714	0.56539	0.254087	0.318549	0.153846	0.024767072	0.900629106
0.297855	0.0651163	0.00383142	0.00144317	0.500661	0.347138	0.169264	0.0595238	0.157518143	0.708886597
0.284088	0.027907	0.0127714	0.00420179	0.327609	0.49017	0.390546	1	0.06941976	0.838745822
0.247286	0.0418605	0.0063857	0.00217114	0.413474	0.326446	0.108363	0.0643016	0.120845767	0.783179335
0.179508	0.055814	0.00383142	0.000791826	0.462351	0.696007	0.176768	0.0909091	0.119249793	0.789977942
0.0677787	0.0232558	0.112388	0.0221328	0.141347	0.0778741	0.184157	0.0643016	0.095013374	0.749406317
0.0995499	0.00465116	0.0319285	0.0159642	0.0303831	0.280996	0.142002	0.0769231	0.127857864	0.757630778
0.251258	0.0604651	0.00510856	0.00237548	0.479524	0.687538	0.204503	0.0816327	0.115922443	0.771994231
0.206248	0.027907	0.0140485	0.00438059	0.314399	0.535342	0.195474	0.0817757	0.081196173	0.816487943
0.393169	0.111628	0.00255428	0.000613027	0.594452	0.737609	0.135322	0.0658228	0.110387046	0.834430156
0.00661901	0.0186047	0.0114943	0.00434227	0.233818	0	0.184052	0.107143	0.07392198	0.85421895
0.00370665	0.0325581	0.0114943	0.00367816	0.332893	0	0.0727754	0	0.187504778	0.816978675
0.196982	0.0372093	0.0102171	0.00283525	0.375165	0.0542032	0.251501	0.0784314	0.158188974	0.704395379
0.00105904	0.00930233	0.0229885	0.00766284	0.0726552	0	0.204613	0.0729167	0.052473576	0.865521747
0.0799576	0.0139535	0.0306513	0.0083014	0.116248	0.343646	0.228287	0.102564	0.118302396	0.772213871
0.437914	0.0465116	0.00383142	0.000932312	0.435931	0.585628	0.0998928	0.0777778	0.089275692	0.828401032
0.177654	0.0697674	0.00893997	0.00144317	0.479524	0.0479502	0.149977	0.0689655	0.183154156	0.689024056
0.0487159	0.0232558	0.0191571	0.0063857	0.250991	0.136736	0.167519	0.0650407	0.288215014	0.494664926
