user_ID user_no label
1000066988 1 0
1000133148 2 0
1000188668 3 0
1000198178 4 0
1000340388 5 0
1000389648 6 0
1000405008 7 0
1000409138 8 0
1000418328 9 0
1000451358 10 0
1000463798 11 0
1000493668 12 0
1000534488 13 0
1000543858 14 0
1000565728 15 0
1000572408 16 0
1000624208 17 0
1000655328 18 0
1000655828 19 0
1000664208 20 0
1000669598 21 0
1000672608 22 -10
1000763588 23 0
1000838408 24 0
1000874268 25 0
1000890288 26 -10
1000893088 27 0
1000895708 28 0
1000926128 29 0
1000953118 30 -10
1000969128 31 0
1000986258 32 0
1000997128 33 0
1001036868 34 -10
1001052428 35 0
1001097988 36 0
1001101008 37 0
1001126788 38 0
1001132048 39 0
1001132828 40 0
1001134848 41 0
1001135768 42 0
1001153448 43 0
1001158818 44 0
1001171848 45 0
1001179308 46 0
1001190728 47 0
1001220908 48 0
1001244108 49 0
1001252468 50 -10
1001298968 51 0
1001354058 52 0
1001378308 53 0
1001426958 54 0
1001441248 55 0
1001450748 56 -10
1001464168 57 0
1001475168 58 0
1001492728 59 0
1001540878 60 0
1001546948 61 0
1001546968 62 -10
1001611768 63 0
1001612268 64 0
1001639328 65 0
1001646608 66 -10
1001721268 67 0
1001753608 68 0
1001761268 69 0
1001761728 70 0
1001785868 71 -10
1001815668 72 -10
1001815728 73 -10
1001857668 74 0
1001897558 75 0
1001927068 76 0
1001928308 77 0
1001942378 78 0
1001949128 79 -10
1001954478 80 -10
1001968768 81 0
1001993088 82 0
1002003468 83 0
1002016878 84 0
1002044748 85 0
1002126108 86 0
1002158558 87 0
1002159858 88 0
1002162488 89 0
1002173458 90 0
1002184538 91 -10
1002233088 92 0
1002280348 93 0
1002289348 94 0
1002300768 95 0
1002326188 96 0
1002350208 97 0
1002358048 98 0
1002360268 99 0
1002375778 100 0
1002412428 101 0
1002426348 102 0
1002458608 103 0
1002479868 104 0
1002485128 105 0
1002548078 106 0
1002557108 107 0
1002559198 108 0
1002583168 109 0
1002587668 110 0
1002610848 111 0
1002625468 112 0
1002645578 113 0
1002660428 114 0
1002714928 115 0
1002798088 116 0
1002805428 117 0
1002816308 118 0
1002824648 119 0
1002847728 120 0
1002858888 121 0
1002867818 122 0
1002869908 123 0
1002886448 124 0
1002886528 125 0
1002903188 126 0
1002993748 127 0
1003024088 128 0
1003057668 129 0
1003062718 130 0
1003084468 131 0
1003112148 132 0
1003142268 133 0
1003154468 134 0
1003206958 135 0
1003235288 136 0
1003241328 137 0
1003242228 138 0
1003250188 139 0
1003256808 140 0
1003275098 141 0
1003280408 142 0
1003304528 143 0
1003330568 144 0
1003342608 145 0
1003344508 146 0
1003374948 147 0
1003375488 148 0
1003405938 149 0
1003410328 150 0
1003414328 151 1
1003431498 152 0
1003443288 153 0
1003487928 154 0
1003527148 155 0
1003552268 156 0
1003569478 157 0
1003574248 158 0
1003652698 159 0
1003658648 160 0
1003659328 161 0
1003677108 162 0
1003688948 163 0
1003749478 164 0
1003782638 165 0
1003813428 166 0
1003824508 167 0
1003825848 168 -10
1003847368 169 0
1003848428 170 0
1003864728 171 1
1003896318 172 0
1003933428 173 0
1003936248 174 0
1004004128 175 0
1004020088 176 0
1004059668 177 0
1004065188 178 0
1004072288 179 0
1004112298 180 0
1004129108 181 0
1004139428 182 0
1004148548 183 0
1004167718 184 0
1004171228 185 0
1004199068 186 0
1004260928 187 0
1004274488 188 0
1004294368 189 0
1004300128 190 0
1004317258 191 -10
1004397268 192 0
1004417828 193 0
1004425308 194 0
1004426748 195 0
1004448248 196 0
1004468728 197 0
1004504368 198 0
1004526148 199 0
1004546608 200 0
1004564818 201 0
1004583248 202 1
1004590788 203 0
1004617528 204 0
1004634598 205 -10
1004634618 206 -10
1004650258 207 0
1004673728 208 0
1004688508 209 1
1004689588 210 0
1004689868 211 0
1004692128 212 0
1004694388 213 0
1004701948 214 0
1004719008 215 0
1004761228 216 0
1004776448 217 0
1004857328 218 0
1004861178 219 0
1004887768 220 -10
1004889108 221 0
1004903748 222 0
1004904218 223 0
1004919448 224 0
1004966628 225 0
1004972268 226 0
1005203088 227 0
1005227468 228 0
1005285808 229 0
1005287868 230 -10
1005312728 231 0
1005332208 232 0
1005351458 233 0
1005360928 234 0
1005387808 235 0
1005426368 236 0
1005490748 237 0
1005500188 238 0
1005574968 239 1
1005643408 240 0
1005706228 241 0
1005726488 242 0
1005740988 243 -10
1005750588 244 -10
1005758048 245 0
1005786408 246 0
1005789008 247 0
1005852068 248 0
1005874648 249 0
1005990268 250 0
1006073428 251 0
1006091848 252 0
1006096988 253 0
1006104528 254 0
1006117408 255 0
1006137108 256 -10
1006164488 257 0
1006218408 258 0
1006289128 259 0
1006329588 260 -10
1006331908 261 -10
1006339208 262 0
1006344208 263 0
1006345488 264 0
1006347708 265 1
1006370668 266 -10
1006373688 267 1
1006413888 268 0
1006424708 269 0
1006471968 270 0
1006494588 271 0
1006549088 272 0
1006582608 273 -10
1006596528 274 0
1006616038 275 0
1006655348 276 0
1006664788 277 0
1006665368 278 0
1006665708 279 0
1006667708 280 0
1006698298 281 0
1006721508 282 0
1006724618 283 -10
1006725748 284 0
1006729428 285 0
1006739108 286 0
1006851508 287 0
1006858288 288 0
1006861188 289 0
1006879848 290 0
1006895218 291 0
1006901268 292 0
1006913808 293 0
1006945608 294 0
1006962128 295 0
1006968248 296 0
1006975628 297 0
1007002508 298 0
1007015668 299 0
1007018408 300 0
1007025798 301 0
1007052148 302 0
1007055148 303 0
1007055468 304 0
1007059228 305 0
1007069608 306 0
1007071178 307 0
1007083688 308 0
1007117288 309 0
1007121528 310 0
1007128668 311 0
1007146608 312 0
1007149748 313 0
1007167088 314 0
1007171168 315 -10
1007182128 316 0
1007204238 317 0
1007244268 318 0
1007254928 319 0
1007255738 320 0
1007260728 321 0
1007281238 322 0
1007281548 323 0
1007284478 324 0
1007285308 325 0
1007305328 326 0
1007308068 327 0
1007309798 328 0
1007314428 329 0
1007355848 330 0
1007368188 331 -10
1007381848 332 0
1007398708 333 0
1007456588 334 0
1007472048 335 0
1007491388 336 0
1007508498 337 0
1007554228 338 0
1007567248 339 0
1007592428 340 0
1007606218 341 0
1007649568 342 0
1007699128 343 0
1007711308 344 0
1007735588 345 0
1007747408 346 0
1007748148 347 0
1007752008 348 0
1007758848 349 0
1007779168 350 0
1007813838 351 0
1007848588 352 0
1007854718 353 0
1007887568 354 -10
1007894408 355 0
1007904748 356 0
1007905828 357 0
1007959088 358 0
1007989978 359 0
1008009668 360 0
1008011968 361 0
1008048408 362 0
1008066468 363 0
1008067868 364 0
1008097288 365 0
1008098948 366 0
1008130668 367 0
